idx,dis,dis_value,par,q_home,q_away
385,,,382,1.0,0.0
386,,,304,0.666666666667,0.333333333333
387,,,304,1.0,0.0
388,,,226,0.0,1.0
389,1464,,226,,
390,,,389,0.4,0.6
391,,,389,1.0,0.0
392,496,,246,,
393,,,246,1.0,0.0
394,1304,,374,,
395,,,374,1.0,0.0
396,,,143,1.0,0.0
397,,,143,0.5,0.5
398,422,,258,,
399,,,258,0.75,0.25
400,,,398,1.0,0.0
401,,,398,0.5,0.5
402,3157,,230,,
403,1540,,230,,
404,16,,25,,
405,,,25,1.0,0.0
406,21,,404,,
407,,,404,1.0,0.0
408,23,,406,,
409,,,406,0.5,0.5
410,1317,,408,,
411,,,408,1.0,0.0
412,1620,,410,,
413,,,410,0.0,1.0
414,1394,,412,,
415,,,412,1.0,0.0
416,,,332,0.777777777778,0.222222222222
417,,,332,0.0,1.0
418,,,312,1.0,0.0
419,,,312,0.571428571429,0.428571428571
420,,,65,0.0,1.0
421,25,,65,,
422,,,346,1.0,0.0
423,,,346,0.5,0.5
424,12,,370,,
425,,,370,1.0,0.0
426,,,414,0.0,1.0
427,1840,,414,,
428,,,427,0.875,0.125
429,,,427,0.375,0.625
430,,,160,0.5,0.5
431,,,160,1.0,0.0
432,1385,,318,,
433,,,318,1.0,0.0
434,24,,421,,
435,,,421,0.833333333333,0.166666666667
436,,,394,0.555555555556,0.444444444444
437,,,394,1.0,0.0
438,818,,358,,
439,,,358,0.333333333333,0.666666666667
440,1305,,326,,
441,,,326,1.0,0.0
442,37,,365,,
443,,,365,1.0,0.0
444,1306,,432,,
445,,,432,1.0,0.0
446,,,94,0.888888888889,0.111111111111
447,,,94,0.666666666667,0.333333333333
448,735,,215,,
449,,,215,0.0,1.0
450,,,345,1.0,0.0
451,20,,345,,
452,,,263,0.5,0.5
453,,,263,0.444444444444,0.555555555556
454,,,255,1.0,0.0
455,,,255,0.777777777778,0.222222222222
456,1310,,328,,
457,,,328,1.0,0.0
458,,,456,0.0,1.0
459,18,,456,,
460,,,424,0.666666666667,0.333333333333
461,,,424,1.0,0.0
462,,,392,0.666666666667,0.333333333333
463,,,392,0.142857142857,0.857142857143
464,,,403,1.0,0.0
465,,,403,0.5,0.5
466,22,,434,,
467,,,434,0.0,1.0
468,,,440,0.555555555556,0.444444444444
469,,,440,1.0,0.0
470,,,448,1.0,0.0
471,,,448,0.0,1.0
472,,,287,1.0,0.0
473,,,287,0.5,0.5
474,,,444,0.444444444444,0.555555555556
475,,,444,0.0,1.0
476,,,85,1.0,0.0
477,,,85,0.5,0.5
478,,,237,1.0,0.0
479,,,237,0.75,0.25
480,,,459,1.0,0.0
481,,,459,0.666666666667,0.333333333333
482,,,349,0.5,0.5
483,,,349,1.0,0.0
484,,,176,0.5,0.5
485,,,176,1.0,0.0
486,,,192,1.0,0.0
487,,,192,0.5,0.5
488,,,451,1.0,0.0
489,22,,451,,
490,,,303,0.0,1.0
491,880,,303,,
492,1319,,491,,
493,,,491,1.0,0.0
494,,,492,1.0,0.0
495,,,492,0.666666666667,0.333333333333
496,,,489,1.0,0.0
497,,,489,0.428571428571,0.571428571429
498,,,201,0.75,0.25
499,,,201,1.0,0.0
500,,,307,0.6,0.4
501,,,307,1.0,0.0
502,,,376,1.0,0.0
503,1383,,376,,
504,,,503,0.75,0.25
505,,,503,1.0,0.0
506,960,,384,,
507,,,384,1.0,0.0
508,,,438,0.777777777778,0.222222222222
509,,,438,1.0,0.0
510,160,,199,,
511,,,199,1.0,0.0
512,,,510,0.5,0.5
513,,,510,1.0,0.0
514,,,506,1.0,0.0
515,,,506,0.714285714286,0.285714285714
516,,,299,0.5,0.5
517,,,299,1.0,0.0
518,,,402,1.0,0.0
519,1311,,402,,
520,,,519,1.0,0.0
521,,,519,0.5,0.5
522,,,466,1.0,0.0
523,,,466,0.571428571429,0.428571428571
524,,,442,0.666666666667,0.333333333333
525,,,442,1.0,0.0
526,,,341,1.0,0.0
527,,,341,0.666666666667,0.333333333333
528,,,93,1.0,0.0
529,,,93,0.5,0.5
530,,,334,1.0,0.0
531,,,334,0.5,0.5
532,,,211,0.428571428571,0.571428571429
533,,,211,1.0,0.0
