idx,dis,dis_value,par,q_home,q_away
196,2834,,121,,
197,,,121,1.0,0.0
198,1395,,107,,
199,823,,107,,
200,1389,,131,,
201,,,131,1.0,0.0
202,2344,,144,,
203,2101,,144,,
204,1548,,79,,
205,822,,79,,
206,1305,,97,,
207,,,97,1.0,0.0
208,,,122,0.0,1.0
209,4663,,122,,
210,1482,,52,,
211,1318,,52,,
212,1300,,109,,
213,720,,109,,
214,282,,103,,
215,3471,,103,,
216,2178,,133,,
217,1840,,133,,
218,1382,,134,,
219,,,134,1.0,0.0
220,1626,,87,,
221,431,,87,,
222,1317,,137,,
223,1388,,137,,
224,2677,,160,,
225,480,,160,,
226,1394,,123,,
227,,,123,1.0,0.0
228,1472,,113,,
229,1142,,113,,
230,1389,,129,,
231,1060,,129,,
232,80,,162,,
233,257,,162,,
234,2679,,120,,
235,1472,,120,,
236,,,125,1.0,0.0
237,1544,,125,,
238,1477,,145,,
239,3302,,145,,
240,1055,,112,,
241,,,112,1.0,0.0
242,1548,,140,,
243,122,,140,,
244,1697,,191,,
245,1697,,191,,
246,80,,124,,
247,1384,,124,,
248,0,,187,,
249,121,,187,,
250,743,,108,,
251,800,,108,,
252,1469,,206,,
253,,,206,1.0,0.0
254,2745,,101,,
255,,,101,1.0,0.0
256,31,,169,,
257,,,169,1.0,0.0
258,1309,,170,,
259,1310,,170,,
260,1600,,53,,
261,1306,,53,,
262,4741,,159,,
263,1317,,159,,
264,0,,119,,
265,1319,,119,,
266,179,,176,,
267,1464,,176,,
268,1795,,156,,
269,1396,,156,,
270,1317,,157,,
271,800,,157,,
272,,,117,1.0,0.0
273,4653,,117,,
274,3612,,184,,
275,,,184,1.0,0.0
276,1314,,174,,
277,2979,,174,,
278,42,,149,,
279,1840,,149,,
280,1472,,154,,
281,,,154,1.0,0.0
282,1306,,127,,
283,1307,,127,,
284,1321,,158,,
285,1549,,158,,
286,5001,,151,,
287,4738,,151,,
288,4196,,155,,
289,4257,,155,,
290,1318,,210,,
291,1564,,210,,
292,,,250,1.0,0.0
293,1314,,250,,
294,678,,115,,
295,583,,115,,
296,160,,233,,
297,24,,233,,
298,,,252,1.0,0.0
299,1309,,252,,
300,1384,,188,,
301,1469,,188,,
302,,,193,1.0,0.0
303,1317,,193,,
304,,,222,0.706896551724,0.293103448276
305,,,222,0.979591836735,0.0204081632653
306,2660,,165,,
307,1543,,165,,
308,1317,,254,,
309,,,254,1.0,0.0
310,1308,,199,,
311,,,199,1.0,0.0
312,1398,,284,,
313,203,,284,,
314,1555,,285,,
315,,,285,1.0,0.0
316,,,142,1.0,0.0
317,2818,,142,,
318,,,150,1.0,0.0
319,117,,150,,
320,1716,,190,,
321,578,,190,,
322,41,,216,,
323,2180,,216,,
324,1860,,179,,
325,,,179,1.0,0.0
326,1307,,166,,
327,,,166,1.0,0.0
328,1064,,230,,
329,,,230,1.0,0.0
330,,,163,1.0,0.0
331,978,,163,,
332,,,139,0.8125,0.1875
333,,,139,1.0,0.0
334,3321,,203,,
335,1317,,203,,
336,4020,,235,,
337,39,,235,,
338,1306,,135,,
339,,,135,1.0,0.0
340,2660,,164,,
341,2602,,164,,
342,1474,,194,,
343,4744,,194,,
344,597,,204,,
345,1387,,204,,
346,,,205,1.0,0.0
347,741,,205,,
348,1480,,264,,
349,16,,264,,
350,1796,,152,,
351,1882,,152,,
352,3074,,200,,
353,,,200,1.0,0.0
354,1304,,198,,
355,1860,,198,,
356,3802,,268,,
357,3520,,268,,
358,,,223,0.585365853659,0.414634146341
359,,,223,1.0,0.0
360,175,,214,,
361,,,214,1.0,0.0
362,1385,,172,,
363,1469,,172,,
364,733,,189,,
365,4012,,189,,
366,495,,356,,
367,1638,,356,,
368,400,,221,,
369,1380,,221,,
370,119,,177,,
371,1310,,177,,
372,4978,,185,,
373,,,185,1.0,0.0
374,3462,,202,,
375,,,202,1.0,0.0
376,424,,234,,
377,424,,234,,
378,3638,,225,,
379,560,,225,,
380,1311,,232,,
381,3377,,232,,
382,2175,,243,,
383,2354,,243,,
384,5079,,153,,
385,,,153,0.0,1.0
386,1383,,212,,
387,4040,,212,,
388,4582,,247,,
389,,,247,1.0,0.0
390,2175,,242,,
391,1468,,242,,
392,3380,,239,,
393,12,,239,,
394,1388,,228,,
395,1314,,228,,
396,3280,,246,,
397,338,,246,,
398,4733,,61,,
399,1469,,61,,
400,1863,,398,,
401,1317,,398,,
402,834,,44,,
403,560,,44,,
404,,,147,1.0,0.0
405,1548,,147,,
406,1385,,261,,
407,,,261,1.0,0.0
408,1313,,279,,
409,1311,,279,,
410,1303,,209,,
411,4423,,209,,
412,,,226,1.0,0.0
413,1224,,226,,
414,1390,,293,,
415,1396,,293,,
416,,,314,0.888888888889,0.111111111111
417,,,314,1.0,0.0
418,1316,,238,,
419,,,238,1.0,0.0
420,,,196,1.0,0.0
421,2736,,196,,
422,,,291,1.0,0.0
423,661,,291,,
424,1874,,294,,
425,,,294,1.0,0.0
426,1316,,263,,
427,1305,,263,,
428,2436,,186,,
429,418,,186,,
430,,,287,1.0,0.0
431,1308,,287,,
432,1469,,240,,
433,,,240,1.0,0.0
434,1314,,211,,
435,,,211,1.0,0.0
436,,,299,0.918918918919,0.0810810810811
437,,,299,0.645161290323,0.354838709677
438,2596,,340,,
439,2560,,340,,
440,,,195,1.0,0.0
441,4599,,195,,
442,,,258,1.0,0.0
443,1133,,258,,
444,1467,,128,,
445,1390,,128,,
446,3779,,55,,
447,,,55,1.0,0.0
448,,,231,1.0,0.0
449,4256,,231,,
450,,,138,0.999603960396,0.00039603960396
451,,,138,0.984126984127,0.015873015873
452,2813,,296,,
453,3616,,296,,
454,1777,,308,,
455,1801,,308,,
456,2737,,161,,
457,901,,161,,
458,1920,,324,,
459,,,324,1.0,0.0
460,1313,,249,,
461,19,,249,,
462,497,,244,,
463,1314,,244,,
464,1319,,111,,
465,1399,,111,,
466,1393,,269,,
467,759,,269,,
468,,,270,1.0,0.0
469,3200,,270,,
470,1469,,386,,
471,,,386,1.0,0.0
472,1477,,295,,
473,3881,,295,,
474,578,,306,,
475,3721,,306,,
476,1393,,277,,
477,,,277,1.0,0.0
478,3619,,429,,
479,20,,429,,
480,,,301,1.0,0.0
481,1467,,301,,
482,583,,357,,
483,3074,,357,,
484,,,271,1.0,0.0
485,503,,271,,
486,1466,,213,,
487,4043,,213,,
488,1955,,312,,
489,22,,312,,
490,2096,,323,,
491,,,323,1.0,0.0
492,1311,,237,,
493,,,237,0.894736842105,0.105263157895
494,,,183,0.55223880597,0.44776119403
495,,,183,1.0,0.0
496,160,,266,,
497,256,,266,,
498,93,,256,,
499,,,256,1.0,0.0
500,1939,,310,,
501,,,310,1.0,0.0
502,42,,282,,
503,,,282,1.0,0.0
504,3936,,218,,
505,,,218,1.0,0.0
506,820,,402,,
507,895,,402,,
508,,,355,1.0,0.0
509,1941,,355,,
510,,,363,1.0,0.0
511,2092,,363,,
512,,,180,0.888888888889,0.111111111111
513,503,,180,,
514,,,368,1.0,0.0
515,343,,368,,
516,,,369,0.933333333333,0.0666666666667
517,,,369,1.0,0.0
518,,,181,0.916666666667,0.0833333333333
519,1316,,181,,
520,,,290,0.291666666667,0.708333333333
521,,,290,1.0,0.0
522,,,338,1.0,0.0
523,,,338,0.166666666667,0.833333333333
524,2160,,278,,
525,,,278,1.0,0.0
526,,,224,1.0,0.0
527,344,,224,,
528,1382,,286,,
529,1547,,286,,
530,1318,,374,,
531,36,,374,,
532,1467,,307,,
533,,,307,1.0,0.0
534,,,366,1.0,0.0
535,,,366,0.947368421053,0.0526315789474
536,1308,,259,,
537,,,259,1.0,0.0
538,903,,423,,
539,1472,,423,,
540,444,,421,,
541,,,421,1.0,0.0
542,,,354,1.0,0.0
543,4259,,354,,
544,919,,251,,
545,825,,251,,
546,412,,349,,
547,1302,,349,,
548,,,502,0.5,0.5
549,,,502,0.96,0.04
550,1304,,401,,
551,,,401,1.0,0.0
552,,,362,0.866666666667,0.133333333333
553,,,362,1.0,0.0
554,,,276,1.0,0.0
555,5053,,276,,
556,,,370,0.833333333333,0.166666666667
557,160,,370,,
558,,,334,1.0,0.0
559,2264,,334,,
560,1399,,376,,
561,1399,,376,,
562,,,336,0.578947368421,0.421052631579
563,,,336,0.9375,0.0625
564,1144,,394,,
565,,,394,1.0,0.0
566,,,313,1.0,0.0
567,1308,,313,,
568,1316,,342,,
569,,,342,1.0,0.0
570,4493,,388,,
571,,,388,0.294117647059,0.705882352941
572,4517,,331,,
573,,,331,0.894736842105,0.105263157895
574,0,,446,,
575,,,446,1.0,0.0
576,,,335,0.916666666667,0.0833333333333
577,2041,,335,,
578,,,351,1.0,0.0
579,1721,,351,,
580,2579,,377,,
581,2573,,377,,
582,,,413,0.6,0.4
583,,,413,1.0,0.0
584,1057,,328,,
585,,,328,1.0,0.0
586,1714,,406,,
587,,,406,1.0,0.0
588,583,,467,,
589,1386,,467,,
590,,,452,1.0,0.0
591,,,452,0.0526315789474,0.947368421053
592,2100,,392,,
593,0,,392,,
594,180,,319,,
595,177,,319,,
596,1309,,280,,
597,1311,,280,,
598,,,352,0.947368421053,0.0526315789474
599,,,352,0.8,0.2
600,,,260,1.0,0.0
601,640,,260,,
602,415,,297,,
603,400,,297,,
604,1948,,283,,
605,,,283,1.0,0.0
606,,,457,0.933333333333,0.0666666666667
607,,,457,0.875,0.125
608,1360,,396,,
609,,,396,0.0,1.0
610,,,267,0.631578947368,0.368421052632
611,,,267,1.0,0.0
612,,,360,0.944444444444,0.0555555555556
613,1306,,360,,
614,,,383,1.0,0.0
615,,,383,0.588235294118,0.411764705882
616,,,380,0.913043478261,0.0869565217391
617,4677,,380,,
618,,,441,1.0,0.0
619,,,441,0.866666666667,0.133333333333
620,2560,,428,,
621,176,,428,,
622,,,410,0.315789473684,0.684210526316
623,,,410,1.0,0.0
624,1636,,245,,
625,,,245,1.0,0.0
626,,,397,0.222222222222,0.777777777778
627,495,,397,,
628,,,141,1.0,0.0
629,1472,,141,,
630,1636,,367,,
631,498,,367,,
632,,,631,1.0,0.0
633,,,631,0.947368421053,0.0526315789474
634,,,344,0.705882352941,0.294117647059
635,413,,344,,
636,1385,,431,,
637,4679,,431,,
638,1396,,414,,
639,,,414,1.0,0.0
640,,,289,0.846153846154,0.153846153846
641,,,289,0.894736842105,0.105263157895
642,,,343,0.125,0.875
643,1316,,343,,
644,1308,,300,,
645,,,300,1.0,0.0
646,,,426,0.692307692308,0.307692307692
647,,,426,0.833333333333,0.166666666667
648,,,341,0.777777777778,0.222222222222
649,,,341,0.9375,0.0625
650,2000,,408,,
651,1392,,408,,
652,2576,,529,,
653,,,529,0.947368421053,0.0526315789474
654,1315,,434,,
655,,,434,0.0588235294118,0.941176470588
656,,,654,0.105263157895,0.894736842105
657,,,654,0.941176470588,0.0588235294118
658,1382,,507,,
659,1461,,507,,
660,,,326,0.928571428571,0.0714285714286
661,,,326,1.0,0.0
662,,,364,0.944444444444,0.0555555555556
663,,,364,1.0,0.0
664,,,415,0.846153846154,0.153846153846
665,,,415,1.0,0.0
666,,,427,0.933333333333,0.0666666666667
667,,,427,0.944444444444,0.0555555555556
668,,,469,0.736842105263,0.263157894737
669,,,469,1.0,0.0
670,,,470,0.944444444444,0.0555555555556
671,1388,,470,,
672,1949,,320,,
673,,,320,0.5,0.5
674,,,322,0.944444444444,0.0555555555556
675,92,,322,,
676,,,496,1.0,0.0
677,,,496,0.875,0.125
678,,,465,0.315789473684,0.684210526316
679,,,465,0.0,1.0
680,3932,,456,,
681,,,456,1.0,0.0
682,,,513,0.923076923077,0.0769230769231
683,,,513,1.0,0.0
684,,,379,1.0,0.0
685,,,379,0.933333333333,0.0666666666667
686,,,432,1.0,0.0
687,1387,,432,,
688,,,449,0.8,0.2
689,,,449,0.0555555555556,0.944444444444
690,,,557,0.666666666667,0.333333333333
691,,,557,0.875,0.125
692,,,629,1.0,0.0
693,,,629,0.941176470588,0.0588235294118
694,,,365,0.941176470588,0.0588235294118
695,1634,,365,,
696,2255,,382,,
697,,,382,0.666666666667,0.333333333333
698,,,378,0.928571428571,0.0714285714286
699,,,378,0.3125,0.6875
700,,,347,0.8,0.2
701,,,347,1.0,0.0
702,,,381,0.105263157895,0.894736842105
703,,,381,0.642857142857,0.357142857143
704,1794,,220,,
705,1305,,220,,
706,,,472,1.0,0.0
707,,,472,0.944444444444,0.0555555555556
708,,,497,1.0,0.0
709,,,497,0.823529411765,0.176470588235
710,1951,,506,,
711,1306,,506,,
712,898,,711,,
713,,,711,1.0,0.0
714,1315,,460,,
715,,,460,0.333333333333,0.666666666667
716,,,395,1.0,0.0
717,,,395,0.941176470588,0.0588235294118
718,,,445,0.789473684211,0.210526315789
719,,,445,1.0,0.0
720,,,424,0.777777777778,0.222222222222
721,1315,,424,,
722,,,217,1.0,0.0
723,4960,,217,,
724,,,466,0.928571428571,0.0714285714286
725,,,466,1.0,0.0
726,4100,,710,,
727,739,,710,,
728,,,403,1.0,0.0
729,3933,,403,,
730,,,559,0.133333333333,0.866666666667
731,,,559,1.0,0.0
732,,,273,0.027027027027,0.972972972973
733,,,273,0.375,0.625
734,2751,,58,,
735,,,58,0.941176470588,0.0588235294118
736,,,601,0.9375,0.0625
737,,,601,1.0,0.0
738,,,487,0.777777777778,0.222222222222
739,,,487,1.0,0.0
740,4020,,726,,
741,,,726,0.888888888889,0.111111111111
742,,,248,0.133333333333,0.866666666667
743,,,248,0.25,0.75
744,,,288,1.0,0.0
745,,,288,0.894736842105,0.105263157895
746,659,,586,,
747,1546,,586,,
748,,,321,0.666666666667,0.333333333333
749,,,321,0.928571428571,0.0714285714286
750,,,390,0.75,0.25
751,,,390,0.230769230769,0.769230769231
752,,,527,0.3125,0.6875
753,,,527,0.142857142857,0.857142857143
754,,,393,0.384615384615,0.615384615385
755,,,393,0.75,0.25
756,,,545,0.583333333333,0.416666666667
757,,,545,1.0,0.0
758,,,546,1.0,0.0
759,,,546,0.933333333333,0.0666666666667
760,2256,,371,,
761,,,371,0.75,0.25
762,,,511,0.285714285714,0.714285714286
763,,,511,0.454545454545,0.545454545455
764,,,476,0.125,0.875
765,0,,476,,
766,,,479,1.0,0.0
767,,,479,0.846153846154,0.153846153846
768,,,624,1.0,0.0
769,,,624,0.473684210526,0.526315789474
770,,,572,0.538461538462,0.461538461538
771,1120,,572,,
772,,,399,1.0,0.0
773,,,399,0.923076923077,0.0769230769231
774,,,464,0.684210526316,0.315789473684
775,,,464,1.0,0.0
776,,,482,1.0,0.0
777,,,482,0.642857142857,0.357142857143
778,,,455,0.928571428571,0.0714285714286
779,,,455,0.454545454545,0.545454545455
780,,,652,1.0,0.0
781,1473,,652,,
782,,,538,0.941176470588,0.0588235294118
783,,,538,0.785714285714,0.214285714286
784,,,712,0.928571428571,0.0714285714286
785,,,712,1.0,0.0
786,,,229,0.928571428571,0.0714285714286
787,,,229,1.0,0.0
788,337,,478,,
789,,,478,1.0,0.0
790,1310,,443,,
791,,,443,0.6875,0.3125
792,262,,262,,
793,,,262,0.894736842105,0.105263157895
794,,,474,0.888888888889,0.111111111111
795,,,474,0.714285714286,0.285714285714
796,,,485,0.857142857143,0.142857142857
797,,,485,0.5,0.5
798,1859,,178,,
799,,,178,0.916666666667,0.0833333333333
800,,,659,0.909090909091,0.0909090909091
801,,,659,1.0,0.0
802,,,345,0.916666666667,0.0833333333333
803,,,345,1.0,0.0
804,,,704,1.0,0.0
805,279,,704,,
806,,,805,1.0,0.0
807,,,805,0.909090909091,0.0909090909091
808,3881,,734,,
809,,,734,0.909090909091,0.0909090909091
810,1236,,570,,
811,,,570,0.928571428571,0.0714285714286
812,,,453,0.666666666667,0.333333333333
813,,,453,0.846153846154,0.153846153846
814,,,411,1.0,0.0
815,,,411,0.833333333333,0.166666666667
816,,,584,1.0,0.0
817,,,584,0.777777777778,0.222222222222
818,,,635,0.9,0.1
819,,,635,1.0,0.0
820,,,638,0.933333333333,0.0666666666667
821,,,638,0.375,0.625
822,,,695,1.0,0.0
823,,,695,0.428571428571,0.571428571429
824,,,608,0.0,1.0
825,,,608,0.6,0.4
826,,,550,0.894736842105,0.105263157895
827,,,550,1.0,0.0
828,,,781,0.928571428571,0.0714285714286
829,,,781,0.9375,0.0625
830,,,350,1.0,0.0
831,,,350,0.923076923077,0.0769230769231
832,,,454,1.0,0.0
833,,,454,0.8,0.2
834,,,303,0.833333333333,0.166666666667
835,,,303,1.0,0.0
836,,,348,0.25,0.75
837,,,348,1.0,0.0
838,,,651,0.941176470588,0.0588235294118
839,,,651,1.0,0.0
840,,,475,0.909090909091,0.0909090909091
841,,,475,0.8125,0.1875
842,,,532,0.846153846154,0.153846153846
843,,,532,1.0,0.0
844,1391,,444,,
845,1386,,444,,
846,,,400,1.0,0.0
847,,,400,0.75,0.25
848,740,,740,,
849,678,,740,,
850,,,849,0.916666666667,0.0833333333333
851,,,849,1.0,0.0
852,,,409,0.533333333333,0.466666666667
853,,,409,1.0,0.0
854,,,630,1.0,0.0
855,1703,,630,,
856,,,489,0.857142857143,0.142857142857
857,,,489,1.0,0.0
858,,,483,0.928571428571,0.0714285714286
859,,,483,1.0,0.0
860,,,798,0.933333333333,0.0666666666667
861,,,798,1.0,0.0
862,,,579,0.888888888889,0.111111111111
863,,,579,0.909090909091,0.0909090909091
864,,,498,0.9,0.1
865,,,498,1.0,0.0
866,,,540,0.833333333333,0.166666666667
867,,,540,0.909090909091,0.0909090909091
868,,,405,0.473684210526,0.526315789474
869,,,405,1.0,0.0
870,,,387,0.923076923077,0.0769230769231
871,,,387,1.0,0.0
872,,,543,0.923076923077,0.0769230769231
873,,,543,0.75,0.25
874,,,391,0.75,0.25
875,,,391,1.0,0.0
876,,,589,0.692307692308,0.307692307692
877,,,589,1.0,0.0
878,,,473,0.833333333333,0.166666666667
879,,,473,0.454545454545,0.545454545455
880,,,792,1.0,0.0
881,,,792,0.923076923077,0.0769230769231
882,,,530,0.133333333333,0.866666666667
883,,,530,0.25,0.75
884,,,463,0.666666666667,0.333333333333
885,,,463,0.0,1.0
886,,,547,0.933333333333,0.0666666666667
887,,,547,1.0,0.0
888,,,317,1.0,0.0
889,,,317,0.454545454545,0.545454545455
890,,,372,0.0,1.0
891,,,372,1.0,0.0
892,,,500,0.714285714286,0.285714285714
893,,,500,1.0,0.0
894,,,594,0.846153846154,0.153846153846
895,,,594,0.0,1.0
896,,,509,1.0,0.0
897,,,509,0.461538461538,0.538461538462
898,,,544,1.0,0.0
899,,,544,0.923076923077,0.0769230769231
900,,,729,0.818181818182,0.181818181818
901,,,729,1.0,0.0
902,,,747,0.0,1.0
903,,,747,0.7,0.3
904,,,577,1.0,0.0
905,,,577,0.818181818182,0.181818181818
906,,,524,1.0,0.0
907,,,524,0.9,0.1
908,,,567,0.928571428571,0.0714285714286
909,,,567,1.0,0.0
910,,,627,0.583333333333,0.416666666667
911,,,627,1.0,0.0
912,,,492,0.545454545455,0.454545454545
913,,,492,0.307692307692,0.692307692308
914,,,515,0.7,0.3
915,,,515,1.0,0.0
916,,,215,1.0,0.0
917,,,215,0.916666666667,0.0833333333333
918,,,581,0.833333333333,0.166666666667
919,,,581,0.3,0.7
920,,,531,1.0,0.0
921,,,531,0.9,0.1
922,,,848,1.0,0.0
923,,,848,0.916666666667,0.0833333333333
924,,,536,0.333333333333,0.666666666667
925,,,536,1.0,0.0
926,,,384,0.916666666667,0.0833333333333
927,,,384,1.0,0.0
928,,,602,0.5,0.5
929,,,602,0.9,0.1
930,,,504,0.846153846154,0.153846153846
931,,,504,0.545454545455,0.454545454545
932,,,613,0.818181818182,0.181818181818
933,,,613,1.0,0.0
934,,,714,0.909090909091,0.0909090909091
935,,,714,0.636363636364,0.363636363636
936,,,636,0.909090909091,0.0909090909091
937,,,636,1.0,0.0
938,,,560,1.0,0.0
939,,,560,0.692307692308,0.307692307692
940,,,337,1.0,0.0
941,,,337,0.9,0.1
942,,,808,1.0,0.0
943,,,808,0.9375,0.0625
944,,,528,0.846153846154,0.153846153846
945,,,528,1.0,0.0
946,,,705,0.642857142857,0.357142857143
947,,,705,1.0,0.0
948,,,481,0.2,0.8
949,,,481,0.727272727273,0.272727272727
950,,,596,0.916666666667,0.0833333333333
951,,,596,1.0,0.0
952,,,644,1.0,0.0
953,,,644,0.6,0.4
954,,,675,0.916666666667,0.0833333333333
955,2356,,675,,
956,,,490,0.4,0.6
957,,,490,0.153846153846,0.846153846154
958,,,439,0.846153846154,0.153846153846
959,,,439,0.928571428571,0.0714285714286
960,,,643,0.6,0.4
961,,,643,0.0,1.0
962,,,564,0.769230769231,0.230769230769
963,,,564,1.0,0.0
964,,,568,0.727272727273,0.272727272727
965,,,568,1.0,0.0
966,,,595,1.0,0.0
967,,,595,0.909090909091,0.0909090909091
968,,,438,1.0,0.0
969,,,438,0.916666666667,0.0833333333333
970,,,746,0.916666666667,0.0833333333333
971,,,746,0.642857142857,0.357142857143
972,,,617,0.363636363636,0.636363636364
973,,,617,0.928571428571,0.0714285714286
974,,,955,1.0,0.0
975,,,955,0.923076923077,0.0769230769231
976,,,696,1.0,0.0
977,,,696,0.454545454545,0.545454545455
978,,,486,0.916666666667,0.0833333333333
979,,,486,1.0,0.0
980,,,620,0.769230769231,0.230769230769
981,,,620,0.818181818182,0.181818181818
982,,,592,0.272727272727,0.727272727273
983,,,592,0.0,1.0
984,,,621,0.1,0.9
985,,,621,0.3,0.7
986,,,671,0.6,0.4
987,,,671,0.727272727273,0.272727272727
988,,,721,0.666666666667,0.333333333333
989,,,721,0.583333333333,0.416666666667
990,,,650,0.8,0.2
991,,,650,0.9,0.1
992,,,588,1.0,0.0
993,,,588,0.8,0.2
994,,,672,0.9,0.1
995,,,672,0.909090909091,0.0909090909091
996,,,637,0.6,0.4
997,,,637,0.916666666667,0.0833333333333
998,,,574,0.846153846154,0.153846153846
999,,,574,1.0,0.0
1000,,,555,0.0909090909091,0.909090909091
1001,,,555,1.0,0.0
1002,,,723,0.9,0.1
1003,,,723,1.0,0.0
1004,,,580,0.2,0.8
1005,,,580,0.9,0.1
1006,,,462,1.0,0.0
1007,,,462,0.9,0.1
1008,,,461,0.9,0.1
1009,,,461,0.769230769231,0.230769230769
1010,,,658,0.9,0.1
1011,,,658,1.0,0.0
1012,,,687,0.916666666667,0.0833333333333
1013,,,687,0.818181818182,0.181818181818
1014,,,844,1.0,0.0
1015,,,844,0.8,0.2
1016,,,597,0.3,0.7
1017,,,597,0.8,0.2
1018,,,265,0.0,1.0
1019,1398,,265,,
1020,,,1019,0.05,0.95
1021,,,1019,0.0,1.0
1022,,,561,1.0,0.0
1023,,,561,0.9,0.1
1024,,,845,0.909090909091,0.0909090909091
1025,,,845,1.0,0.0
1026,,,539,0.545454545455,0.454545454545
1027,,,539,1.0,0.0
1028,,,855,0.8,0.2
1029,,,855,1.0,0.0
1030,,,488,1.0,0.0
1031,,,488,0.933333333333,0.0666666666667
1032,,,458,1.0,0.0
1033,,,458,0.818181818182,0.181818181818
1034,,,788,0.3,0.7
1035,,,788,0.7,0.3
1036,,,790,0.9,0.1
1037,,,790,1.0,0.0
1038,,,810,0.5,0.5
1039,,,810,0.3,0.7
1040,,,771,1.0,0.0
1041,,,771,0.8,0.2
1042,,,593,0.0,1.0
1043,,,593,0.5,0.5
1044,,,727,0.909090909091,0.0909090909091
1045,,,727,1.0,0.0
1046,,,760,0.3,0.7
1047,,,760,0.5,0.5
1048,,,418,0.454545454545,0.545454545455
1049,,,418,1.0,0.0
1050,,,604,0.8,0.2
1051,,,604,1.0,0.0
1052,,,519,1.0,0.0
1053,,,519,0.6,0.4
1054,,,274,1.0,0.0
1055,,,274,0.0,1.0
1056,,,765,0.0,1.0
1057,,,765,0.6,0.4
1058,,,680,0.3,0.7
1059,,,680,0.8,0.2
