idx,dis,dis_value,par,q_home,q_away
370,,,350,0.777777777778,0.222222222222
371,,,350,1.0,0.0
372,,,133,1.0,0.0
373,,,133,0.5,0.5
374,1302,,362,,
375,,,362,1.0,0.0
376,,,342,1.0,0.0
377,1302,,342,,
378,,,377,0.666666666667,0.333333333333
379,,,377,1.0,0.0
380,812,,354,,
381,,,354,1.0,0.0
382,813,,380,,
383,,,380,1.0,0.0
384,,,382,0.75,0.25
385,,,382,1.0,0.0
386,,,304,0.5,0.5
387,,,304,1.0,0.0
388,,,226,0.0,1.0
389,1464,,226,,
390,,,389,0.5,0.5
391,,,389,1.0,0.0
392,,,246,0.25,0.75
393,,,246,1.0,0.0
394,,,374,0.555555555556,0.444444444444
395,,,374,1.0,0.0
396,,,143,1.0,0.0
397,,,143,0.333333333333,0.666666666667
398,422,,258,,
399,,,258,0.5,0.5
400,,,398,1.0,0.0
401,,,398,0.5,0.5
402,,,230,1.0,0.0
403,,,230,0.875,0.125
404,16,,25,,
405,,,25,1.0,0.0
406,21,,404,,
407,,,404,1.0,0.0
408,23,,406,,
409,,,406,1.0,0.0
410,1317,,408,,
411,,,408,1.0,0.0
412,1620,,410,,
413,,,410,0.0,1.0
414,,,412,0.666666666667,0.333333333333
415,,,412,1.0,0.0
416,,,332,0.777777777778,0.222222222222
417,,,332,0.0,1.0
418,,,312,1.0,0.0
419,,,312,0.5,0.5
420,,,65,0.0,1.0
421,,,65,0.444444444444,0.555555555556
